technique,question_id,question,expected_source_file,rank,store_score,cosine_sim,chunk_len,preview,source_file,latency_ms
semantic,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,5,0.651323,0.646312,869,"Hospitalizations 4. Deaths 0. States Affected: California, Pennsylvania, Washington. Investigation Findings: Genetic analysis revealed one clinical sample from ",fda_outbreak_infant_botulism_formula_2026.txt,9.543
semantic,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,1,0.758688,0.762882,902,"## Title and Status CDC declared the outbreak concluded as of September 11, 2026, though FDA continues investigating. ## Summary The FDA and CDC collaborated wi",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,9.486
semantic,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,2,0.672228,0.53097,784,"States included: Arkansas, Georgia, Iowa, Illinois, Indiana, Kansas, Kentucky, Massachusetts, Maine, Michigan, Missouri, Nebraska, New Hampshire, North Carolina",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,9.486
semantic,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,3,0.510311,0.440515,2153,"This is an ongoing investigation and additional information will be provided as it becomes available. November 16, 2021 The FDA and CDC, in collaboration with s",fda_outbreak_ecoli_spinach_2021.txt,9.486
semantic,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,4,0.504992,0.485216,1208,Outbreak Investigation of E. Coli O157:H7 - Spinach (November 2021) | FDA Skip to main content Skip to FDA Search Skip to in this section menu Skip to footer li,fda_outbreak_ecoli_spinach_2021.txt,9.486
semantic,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,5,0.48846,0.506505,813,"For both investigations, CDC, FDA, and state and local partners conducted epidemiologic and traceback investigations and collected and analyzed product and envi",fda_outbreaks_investigations_index.txt,9.486
semantic,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,1,0.712752,0.61154,472,"CDC estimates Salmonella causes about 1.35 million infections in the United States every year, along with 26,500 hospitalizations and 420 deaths. Most people de",cdc_about_salmonella.txt,9.933
semantic,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,2,0.66532,0.370003,277,Most people recover on their own with rest and fluids; severe cases may need antibiotics or hospitalization. Prevention centers on cooking food to safe temperat,cdc_about_salmonella.txt,9.933
semantic,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,3,0.617712,0.42987,425,"Status: The investigation concluded with the CDC declaring the outbreak over and FDA closing its investigation as of September 3, 2026. Key Dates: - Illness ons",fda_outbreak_salmonella_eggs_2026.txt,9.933
semantic,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,4,0.609028,0.398805,158,"This outbreak is over. 113 cases across 23 states, 28 hospitalizations, 0 deaths. The outbreak involved whole fresh cucumbers grown by Agrotato, S.A. de C.V.",cdc_outbreak_cucumbers_salmonella_2024.txt,9.933
semantic,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,5,0.570667,0.53295,1081,"Listeria are bacteria (germs) that can contaminate many foods. The infection is rare but serious, though preventable through proper food safety practices. At-Ri",cdc_about_listeria.txt,9.933
semantic,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),1,0.674602,0.608973,2214,Persons who experience these symptoms should seek emergency medical care immediately. FSIS is concerned that some product may be in consumers’ refrigerators or ,fsis_ground_beef_ecoli_2026.txt,9.348
semantic,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),2,0.649521,0.544526,247,"Transmission occurs through contaminated food, water, or contact with animals and people. Common food sources include undercooked ground beef, unpasteurized mil",cdc_about_ecoli.txt,9.348
semantic,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),3,0.60156,0.625787,244,"Mountain West Food Group, LLC Recalls Ground Beef Products Due To Possible E. Coli O26 Contamination | Food Safety and Inspection Service Sorry, you need to ena",fsis_ground_beef_ecoli_2026.txt,9.348
semantic,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),4,0.562906,0.311536,7440,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site. The site is secure. ",fsis_ground_beef_ecoli_2026.txt,9.348
semantic,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),5,0.560854,0.621589,2116,This type of product co-mingling is not uncommon; but continues to present challenges for traceback investigations of foodborne outbreaks. Recommendation CDC an,fda_outbreak_ecoli_spinach_2021.txt,9.348
sentence_window,q1,"What pathogen caused the June 2026 soft cheese (requeson) outbreak linked to Clover Hill Dairy, and how many people died?",fda_outbreak_listeria_soft_cheese_2026.txt,1,0.787807,0.674659,921,"Nelson & Isa Lacteos, LLC (June 5, 2026 recall) Requeson cheese sold to New York retail locations from May 15 to May 28, 2026. ## Distribution Areas Confirmed p",fda_outbreak_listeria_soft_cheese_2026.txt,38.383
sentence_window,q1,"What pathogen caused the June 2026 soft cheese (requeson) outbreak linked to Clover Hill Dairy, and how many people died?",fda_outbreak_listeria_soft_cheese_2026.txt,2,0.706408,0.68773,847,## Overview The FDA and CDC investigated a multi-state outbreak of Listeria monocytogenes infections linked to requeson (soft ricotta-style cheese) manufactured,fda_outbreak_listeria_soft_cheese_2026.txt,38.383
sentence_window,q1,"What pathogen caused the June 2026 soft cheese (requeson) outbreak linked to Clover Hill Dairy, and how many people died?",fda_outbreak_listeria_soft_cheese_2026.txt,3,0.674144,0.633489,1058,## Overview The FDA and CDC investigated a multi-state outbreak of Listeria monocytogenes infections linked to requeson (soft ricotta-style cheese) manufactured,fda_outbreak_listeria_soft_cheese_2026.txt,38.383
sentence_window,q1,"What pathogen caused the June 2026 soft cheese (requeson) outbreak linked to Clover Hill Dairy, and how many people died?",fda_outbreak_listeria_soft_cheese_2026.txt,4,0.663252,0.646916,817,"La Ceiba Foods Latin Market Inc. (June 26, 2026 recall) Requeson Salvadoreno and Requeson Mexicano products under La Colonia and Selectos Latinos brands; distri",fda_outbreak_listeria_soft_cheese_2026.txt,38.383
sentence_window,q1,"What pathogen caused the June 2026 soft cheese (requeson) outbreak linked to Clover Hill Dairy, and how many people died?",fda_outbreak_listeria_soft_cheese_2026.txt,5,0.657992,0.553621,1126,"## Case Statistics - Total Illnesses: 15 - Hospitalizations: 14 - Deaths: 1 - States Affected: Illinois, Maryland, New York, Virginia - Illness Onset Period: Ma",fda_outbreak_listeria_soft_cheese_2026.txt,38.383
sentence_window,q2,"Which company's pistachio nut butter was elevated to a Class I recall in August 2026, and which retailer sold it?",news_nutbutter_salmonella_botticelli_2026.txt,1,0.621115,0.719109,897,"Published: Aug 27, 2026. Updated: Aug 27, 2026. The FDA elevated a pistachio nut butter recall to Class I status on August 26, 2026 -- its most serious risk cla",news_nutbutter_salmonella_botticelli_2026.txt,35.698
sentence_window,q2,"Which company's pistachio nut butter was elevated to a Class I recall in August 2026, and which retailer sold it?",news_nutbutter_salmonella_botticelli_2026.txt,2,0.600201,0.66389,1186,"Updated: Aug 27, 2026. The FDA elevated a pistachio nut butter recall to Class I status on August 26, 2026 -- its most serious risk classification. According to",news_nutbutter_salmonella_botticelli_2026.txt,35.698
sentence_window,q2,"Which company's pistachio nut butter was elevated to a Class I recall in August 2026, and which retailer sold it?",news_nutbutter_salmonella_botticelli_2026.txt,3,0.51425,0.600906,993,"Company: Botticelli Foods LLC Product: Bettergoods Pistachio Nut Butter (6.7oz/190g jars) Units Affected: 16,200 jars Retailer: Walmart stores across 19 states ",news_nutbutter_salmonella_botticelli_2026.txt,35.698
sentence_window,q2,"Which company's pistachio nut butter was elevated to a Class I recall in August 2026, and which retailer sold it?",news_nutbutter_salmonella_botticelli_2026.txt,4,0.512716,0.453045,2090,The table below includes recalls conducted by companies that further processed the peanut butter by using it as an ingredient in new products or by repackaging ,fda_recall_peanut_butter_smucker_2022.txt,35.698
sentence_window,q2,"Which company's pistachio nut butter was elevated to a Class I recall in August 2026, and which retailer sold it?",news_nutbutter_salmonella_botticelli_2026.txt,5,0.506075,0.539259,1188,"According to federal guidelines, this designation applies when there is a ""reasonable probability that use of or exposure to a product will cause serious advers",news_nutbutter_salmonella_botticelli_2026.txt,35.698
sentence_window,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,1,0.759491,0.710526,547,"Last Illness Onset May 31, 2026. Recall Date June 13, 2026. Outbreak Declared Over August 27, 2026. Summary: The FDA and CDC investigated a multistate outbreak ",fda_outbreak_infant_botulism_formula_2026.txt,35.143
sentence_window,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,2,0.753269,0.708712,565,"Recall Date June 13, 2026. Outbreak Declared Over August 27, 2026. Summary: The FDA and CDC investigated a multistate outbreak of infant botulism linked to Nara",fda_outbreak_infant_botulism_formula_2026.txt,35.143
sentence_window,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,3,0.734448,0.610645,232,"Product: Nara Organics Whole Milk Organic Infant Formula (recalled June 13, 2026). Cases: 4 confirmed cases across 3 states, all hospitalized, no deaths. Status",cdc_outbreak_infant_botulism_formula_2026.txt,35.143
sentence_window,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,4,0.731668,0.597408,749,"Deaths 0. States Affected: California, Pennsylvania, Washington. Investigation Findings: Genetic analysis revealed one clinical sample from an infant in this ou",fda_outbreak_infant_botulism_formula_2026.txt,35.143
sentence_window,q3,What shared supplier link did investigators find between the 2026 Nara Organics infant formula botulism outbreak and the earlier ByHeart formula outbreak?,fda_outbreak_infant_botulism_formula_2026.txt,5,0.722829,0.531163,386,Product Recalled: Nara Organics Whole Milk Organic Powdered Infant Formula. Recalled products should no longer be available for sale. Recalled product has Best ,fda_outbreak_infant_botulism_formula_2026.txt,35.143
sentence_window,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,1,0.795066,0.729501,1252,## Summary The FDA and CDC collaborated with state and local partners to investigate a multistate Cyclospora outbreak linked to iceberg lettuce from central Mex,fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,34.518
